packet_id,source,destination,source_ip,dest_ip,path,path_length,timestamp
58,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.058
59,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.059000000000000004
60,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.06
61,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.061
62,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.062
63,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.063
64,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.064
65,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.065
66,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.066
67,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.067
68,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.068
69,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.069
70,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.07
71,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.07100000000000001
72,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.07200000000000001
73,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.073
74,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.074
75,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.075
76,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.076
77,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.077
78,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.078
79,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.079
80,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.08
81,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.081
82,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.082
83,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.083
84,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.084
85,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.085
86,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.08600000000000001
87,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.08700000000000001
88,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.088
89,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.089
90,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.09
91,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.091
92,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.092
93,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.093
94,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.094
95,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.095
96,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.096
97,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.097
98,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.098
99,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.099
100,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.1
101,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.101
102,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.10200000000000001
103,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.10300000000000001
104,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.10400000000000001
105,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.105
106,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.106
107,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.107
108,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.108
109,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.109
110,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.11
111,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.111
112,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.112
113,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.113
114,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.114
115,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.115
116,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.116
117,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.117
118,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.11800000000000001
119,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.11900000000000001
120,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.12
121,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.121
122,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.122
123,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.123
124,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.124
125,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.125
126,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.126
127,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.127
128,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.128
129,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.129
130,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.13
131,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.131
132,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.132
133,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.133
134,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.134
135,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.135
136,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.136
137,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.137
138,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.138
139,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.139
140,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.14
141,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.14100000000000001
142,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.14200000000000002
143,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.14300000000000002
144,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.14400000000000002
145,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.145
146,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.146
147,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.147
148,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.148
149,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.149
150,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.15
151,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.151
152,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.152
153,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.153
154,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.154
155,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.155
156,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.156
157,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.157
158,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.158
159,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.159
160,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.16
161,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.161
162,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.162
163,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.163
164,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.164
165,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.165
166,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.166
167,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.167
168,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.168
169,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.169
170,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.17
171,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.171
172,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.17200000000000001
173,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.17300000000000001
174,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.17400000000000002
175,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.17500000000000002
176,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.176
177,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.177
178,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.178
179,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.179
180,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.18
181,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.181
182,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.182
183,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.183
184,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.184
185,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.185
186,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.186
187,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.187
188,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.188
189,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.189
190,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.19
191,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.191
192,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.192
193,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.193
194,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.194
195,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.195
196,host1,host4,192.170.1.1,192.171.1.1,host1 -> switch1 -> router1 -> router5 -> router8 -> router2 -> switch2 -> host4,8,0.196
